Timestamp;LeftEye;X;Y;Z;RightEye;X;Y;Z
1560289410,032;False;0;0;0;True;-0,849019169807434;202,655959042403;602,647927699374
1560289423,98;True;-71,9306182861328;218,629553012338;631,53163677419;True;-0,875564813613892;202,763307808322;602,582612026863
1560289438,61;False;0;0;0;True;-0,851002395153046;202,726966026703;602,607012247271
1560289453,99;False;0;0;0;True;-0,800618886947632;202,651807900877;602,581562994138
1560289468,995;True;-71,8677825927734;218,669315128917;631,514045710461;True;-0,797575831413269;202,763142283075;602,521486707556
1560289483,626;False;0;0;0;True;-0,751602292060852;202,733097222913;602,562561162151
1560289498,994;False;0;0;0;True;-0,649219393730164;202,65000727713;602,5520803022
1560289513,994;True;-71,6758728027344;218,697298586893;631,51620082857;True;-0,615420162677765;202,725887264517;602,511079860815
1560289528,58;False;0;0;0;True;-0,549802839756012;202,672734957816;602,551796672388
1560289560,065;True;-71,4573669433594;218,712596870874;631,528429361712;True;-0,40005499124527;202,641811692481;602,533044467039
1560289573,621;False;0;0;0;True;-0,339622795581818;202,566390200607;602,568746743081
1560289588,997;False;0;0;0;True;-0,241969019174576;202,467886640808;602,572709992048
1560289603,994;True;-71,2578659057617;218,700083956463;631,555392764434;True;-0,209428638219833;202,548373694292;602,556143627685
1560289618,583;False;0;0;0;True;-0,158287018537521;202,507384478932;602,613412864889
1560289634;False;0;0;0;True;-0,077268622815609;202,410768424129;602,620911000212
1560289648,99;True;-71,0930252075195;218,701019711537;631,570900643167;True;-0,0531814433634281;202,507991208715;602,590588430085
1560289663,615;False;0;0;0;True;-0,00169742037542164;202,474523108348;602,661293252891
1560289678,988;False;0;0;0;True;0,0519571825861931;202,416057881627;602,64717517889
1560289709,699;False;0;0;0;True;0,134430125355721;202,528317575242;602,667888171239
1560289723,984;False;0;0;0;True;0,339128404855728;202,46783198162;602,666911497986
1560289738,968;False;0;0;0;True;0,320764452219009;202,569243979434;602,646625667514
1560289753,628;False;0;0;0;True;0,354756772518158;202,599146115624;602,72953324528
1560289768,987;False;0;0;0;True;0,415647834539413;202,583084050492;602,811699384159
1560289783,945;True;-70,5693817138672;218,847528639469;631,533939812662;True;0,406592458486557;202,729913521309;602,87224598705
1560289798,61;False;0;0;0;True;0,437914490699768;202,732105800312;602,940233053851
1560289813,976;True;-70,4681396484375;218,866487969887;631,522946627277;True;0,504472076892853;202,59270920955;602,906664343484
1560289828,949;True;-70,4881210327148;218,837794767464;631,547615564002;True;0,501943469047546;202,61518928667;602,816835929167
1560289860,059;False;0;0;0;True;0,701770424842834;202,453711722531;602,853269651315
1560289873,986;True;-70,2738494873047;218,855716530476;631,557460193877;True;0,688827395439148;202,526998519411;602,811524352178
1560289888,61;False;0;0;0;True;0,712484300136566;202,501472258431;602,845562888008
