x;y;timeStamp;duration;lineId
883,325154142753;159,230463318251;57,4584566098638;195,779537810013;0
916,278166602446;147,212857892111;268,254679219797;149,698779280297;0
991,388622897986;132,779439372986;659,334690009709;328,286230790429;0
1082,66660690357;95,752854031227;1125,73637432;448,604444199707;0
1130,156876024;80,9389127142373;1574,3408185197;268,487064150162;0
772,877792769893;189,676334463014;1991,99701490998;166,6320899399;1
736,251470875067;201,800464690127;2172,49266191013;134,605488099623;1
802,178801945647;226,464290815496;2322,86697024992;330,663594599813;1
835,208959856947;228,278750013363;2641,2141636;266,228458580095;1
891,90806887813;199,696697527193;2922,74740563985;750,747370460071;1
942,566751883876;185,137204251227;3690,07511090999;326,780127199832;1
1001,25137114519;199,684762438374;4048,71836412;326,950933800079;1
1094,92969596435;223,159188396035;4542,34280662006;481,934087719768;1
1129,5843689486;223,918648911601;5038,93180637993;182,724196480121;1
761,824183363345;222,818418600456;5472,70393426996;286,927577999886;2
816,462699456405;232,003642351973;5772,09672784014;300,107542179991;2
876,943233536899;237,657095032587;6086,65208823979;285,734497650061;2
932,214959866349;234,245783282251;6387,10014396999;542,391556149814;2
1010,01087208851;231,345370852788;6941,22530634981;466,329842919949;2
1081,65959470159;243,70005296122;7437,48735444015;750,082470999565;2
1118,28034872342;225,693663737162;8200,58851299994;166,232563800178;2
779,702717931379;239,27634803893;8471,2630743999;392,808969319798;3
812,685700293781;247,736416139017;8876,03693526983;376,112442050129;3
858,339700055817;274,546272602914;9267,75068981992;359,594785190187;3
955,823423736284;255,0158072233;9820,88656682987;270,036419190001;3
1018,92506367365;250,46891899692;10109,3583683497;465,12576643005;3
1054,36104277573;281,233794851756;10526,89250767;373,810218489729;3
1154,69397058651;282,651660739067;11111,9835116598;358,576543350238;3
814,306314503022;287,236115507159;11620,8284339397;295,539748820011;4
886,383917726746;277,157691613606;11935,7671928201;483,753581069876;4
973,559072567941;295,606161707892;12448,1063194;478,478736409917;4
1022,50788968874;299,05624576243;12941,8733450798;524,30071929004;4
1084,49319067245;327,167054484774;13498,6042242697;268,31589102;4
787,92512446644;380,899582926859;13857,7606303198;282,788267279975;5
832,94906707198;344,284528610042;14156,9631908098;584,463124840055;5
931,234599403471;341,780812543889;14938,4568467801;254,577323329635;5
974,710146938695;336,380807011237;15206,70346217;300,427529620007;5
1043,51029647896;361,743427822695;15522,01938838;405,256957619917;5
1089,74538509734;357,483420268468;15942,4183867001;373,925311340019;5
1139,20767334595;350,459307873316;16345,9540830799;421,5323330299;5
757,431709266604;306,708154709747;16962,0237575099;193,54255795991;6
836,144332196944;335,884883418242;17171,8636831399;388,737101539969;6
899,627291906886;354,727017624381;17577,0374367;387,884901280049;6
1019,73217292634;387,284398312535;18145,9938157699;346,785024149809;6
1072,15605775174;391,744288932954;18505,62525474;268,907849479932;6
1133,3046484182;374,154222617922;18791,3340947498;284,870934730396;6
1162,51476932161;369,043912721312;19089,7878186298;301,560497790109;6
786,779845949372;415,85731091121;19585,3358511999;449,4328195001;7
852,015364320846;403,250768864338;20053,0512067899;523,589636070188;7
940,641526547113;391,188334830242;20592,1838758499;510,332698979881;7
1005,12223702751;406,432726134264;21146,9537781198;237,728316360153;7
1047,33084225602;383,559970326471;21400,9831275297;164,052030770108;7
1082,25758059479;384,835263749778;21596,9767233799;194,18729786016;7
1155,36659147212;385,434087749842;21806,0285928701;765,295253489632;7
