x;y;timeStamp;duration;lineId
836,556316634692;382,743330269775;22721,04205214;525,918616889976;8
878,671078523551;389,020836992134;23261,0639417698;255,23489205027;8
925,261878454583;407,358371480421;23545,7512410898;301,024619610049;8
983,513941340508;422,786556751176;23890,8402951001;211,456723629963;8
1036,45636590146;417,672459421911;24119,9293168602;340,89073069999;8
1092,58605766643;409,335429236631;24475,91956989;823,66418984998;8
1032,16184248763;402,439069532779;25315,85327054;149,895243510138;9
759,717241205857;445,39754699236;25601,5379190599;766,029795120005;10
822,069158270062;430,917253321092;26398,9433449898;191,799671000335;10
863,379807283767;443,787386738038;26603,9611000801;197,000475029927;10
908,779230661251;450,686909639066;26815,6894281697;270,013327310327;10
973,722914227776;446,324264915327;27099,55751563;301,237578039989;10
1018,9053494158;434,760581775022;27414,1491632601;585,270240949932;10
1075,94900501659;445,280354535369;27999,4194042101;315,708854669705;10
1150,51947652437;453,220787365077;28377,8340698299;582,902040590066;10
1194,71096215903;469,429524613118;28960,73611042;316,307044259738;10
797,603271717744;455,067816995762;29365,7284277799;375,185101559851;11
819,359515448417;482,587749780983;29754,2470728299;256,206583600026;11
857,931710054164;477,342791817234;29965,4607819198;283,258535200264;11
920,520508760293;472,298428651479;30265,99790633;194,390726309735;11
951,496259605291;449,585551799275;30475,0347477701;436,186878540087;11
998,589627259282;458,502813113527;30940,4548440101;208,226426489651;11
1058,52870429134;474,264583818468;31238,9844411998;405,918191710021;11
1119,34197187251;462,505771693789;31660,44639898;450,837758670095;11
1152,11832630764;481,272450795804;32125,0952998097;300,24829267012;11
766,9590782617;429,554036657923;32560,41898196;239,561738149729;12
767,586393483547;486,383784491057;32814,7089397097;268,833808850031;12
785,745186101004;517,069084966493;33100,6285389201;464,620310879778;12
861,753451792297;512,268402612366;33640,53203686;270,208325389773;12
925,918004360118;481,864638680082;33925,5855073901;389,529922669753;12
965,12153956682;461,846394320478;34420,03869172;179,912485450041;12
1005,94106686601;488,818894636501;34613,49621293;286,995020949747;12
1060,37273400028;474,638742725225;34915,0633084001;283,255602889694;12
1104,05798928172;499,959017778397;35215,21520164;343,022147669923;12
1169,68616756158;502,303927820149;35575,3095777701;450,024411419872;12
821,903141546857;534,756637964861;36176,8995451997;371,954071350396;13
873,800518602437;524,424845665634;36565,1443865397;343,138706680387;13
939,221491716514;535,184930076064;36924,9961147001;315,097836249974;13
981,869172440177;536,115916855172;37254,9867459899;314,923364290036;13
1034,69803616374;523,404040619219;37582,9727823697;257,061716160271;13
1083,10013546545;507,838306372175;37840,03449853;418,835714850109;13
1131,71942009775;529,282184788571;38304,3410530998;211,424101769924;13
781,203249487709;627,56613930641;38604,87304598;316,467954339925;14
837,236939353058;632,393410723122;38934,1984112798;628,783036040142;14
901,559795405729;627,133777650762;39595,7132677799;552,465112939943;14
965,096440288625;623,928547017301;40194,0861334298;301,560864330269;14
1030,89578747448;636,579583663887;40507,90108759;540,737737840042;14
1083,81864253816;620,853430563759;41065,8371428801;224,488239999861;14
1126,9744897006;638,819559044174;41304,6694709198;585,108964340296;14
1163,19913778968;642,357167543242;41904,59682314;120,105621519964;14
842,869676449232;680,010335070057;42071,1416770997;613,68241410004;15
892,079412014202;656,887824023706;42699,7333804402;569,879321119748;15
990,018370275456;650,058486098765;43314,5553603899;270,416152290069;15
1036,36178492723;657,422449661965;43600,8572584698;284,358881500084;15
1101,64109483654;667,116040218278;43899,76915453;464,898146490101;15
785,029439594298;683,592854011927;44602,0957895;900,17527834978;16
847,523922823497;686,128678659468;45523,48773858;417,006691509858;16
889,718996037073;682,605934811313;45952,2749531497;167,739033930004;16
949,493288657851;676,238398300642;46132,5275856298;539,749552090187;16
1011,30319118819;676,92411778353;46689,6785170701;253,93185037002;16
1062,84968245565;679,39660661136;46959,5778511497;252,892349330243;16
1154,1080248965;678,129529792182;47257,6980256801;451,222623289563;16
