Timestamp;LeftEye;X;Y;Z;RightEye;X;Y;Z
690551244,902;False;0;0;0;True;38,7792167663574;147,835116692603;752,267229349773
690551259,952;True;-26,1684017181396;176,86313843096;766,667985168978;True;38,7797393798828;147,548117206704;751,850450067945
690551274,949;True;-26,1684417724609;176,792354980145;766,569950095077;True;38,7748603820801;147,504388561927;751,587784496212
690551289,908;True;-26,1690292358398;176,799717697542;766,529272673054;True;38,8020286560059;147,623931234798;751,990237374175
690551304,935;True;-26,1396293640137;176,783667189929;766,548625214004;True;38,8543510437012;147,683987458537;752,329644699541
690551319,938;True;-26,1655979156494;176,754768545489;766,526992607323;True;38,8739738464355;147,881664395684;752,619477994357
690551334,951;True;-26,082103729248;176,769773958333;766,504902742635;True;38,9464683532715;147,990150278442;752,901246078558
690551349,951;True;-25,986930847168;176,749677225417;766,480261116984;True;39,0092964172363;147,992699692566;753,097644808505
690551381,057;True;-26,0528621673584;176,790925712715;766,576640864729;True;39,0253753662109;148,252134423409;753,540046284092
690551394,951;True;-26,0317687988281;176,755748127043;766,584833781439;True;39,0412940979004;148,213541856777;753,70212140797
690551409,955;True;-26,0709743499756;176,721085416429;766,55607598034;True;39,0238761901855;148,267937318396;753,66231610012
690551424,955;True;-26,0643215179443;176,650132707595;766,399515059236;True;38,9965362548828;148,11466080376;753,350085671811
690551439,956;True;-26,0461750030518;176,483935024081;766,104393900904;True;38,968505859375;147,777495391814;752,771062755413
690551454,947;True;-26,0645999908447;176,32218762923;765,803041195508;True;38,9142227172852;147,577281265845;752,131732449617
690551469,947;True;-26,0474224090576;176,203483436092;765,566172652124;True;38,9023475646973;147,40257576666;751,784887926115
690551484,947;True;-26,0172786712646;176,102482989563;765,409636968792;True;38,9048080444336;147,222227998132;751,645997662453
690551499,915;True;-26,0183525085449;176,057180608901;765,353444719189;True;38,9240608215332;147,30591925148;751,697309839141
690551531,019;True;-25,9359035491943;176,017807891075;765,342249842544;True;38,9930801391602;147,306202163943;752,079129526784
690551544,93;True;-25,9381141662598;176,012042787783;765,35331181931;True;39,0146598815918;147,427118688801;752,192626787219
690551559,922;True;-25,9283752441406;176,044688521047;765,360914690721;True;39,040340423584;147,446566167448;752,308503661286
690551574,94;True;-25,8920574188232;176,01415023952;765,375083344856;True;39,0620651245117;147,419704027054;752,45747534893
690551589,9;True;-25,9059448242188;176,017103051886;765,41505871874;True;39,0769844055176;147,559031702791;752,610517406972
690551604,912;True;-25,9163780212402;176,045172540526;765,417182521867;True;39,0820274353027;147,616444177873;752,754599585317
690551619,931;True;-25,899320602417;175,980856858827;765,37239281985;True;39,0848007202148;147,561033236361;752,874211842396
690551634,926;True;-25,9350872039795;175,932514354993;765,301848394129;True;39,0804595947266;147,682088091708;752,983566722244
690551649,93;True;-25,9521560668945;175,896310718929;765,196487519234;True;39,0760841369629;147,7406403068;753,155293662127
690551681,074;True;-25,9756355285645;175,605165398605;764,618705320448;True;39,0586929321289;147,828640099992;753,394894674688
690551694,916;True;-26,0023994445801;175,569336553179;764,490864247454;True;39,0443420410156;147,927911495613;753,586874448274
690551709,927;True;-26,0022659301758;175,554389821152;764,52423454566;True;39,0347747802734;147,904147182314;753,707893012633
690551724,898;True;-26,0485286712646;175,578602178846;764,576476962339;True;39,0376892089844;148,049498308614;753,812301270499
690551739,932;True;-26,0605297088623;175,62291984886;764,650629862733;True;39,0267181396484;148,142805714192;754,022235462844
690551754,91;True;-26,0704917907715;175,625773930402;764,688627636561;True;39,0354804992676;148,135467609951;754,222168276061
690551769,902;True;-26,0860195159912;175,669412121044;764,768029234293;True;39,0527381896973;148,291339988896;754,414395269423
690551784,95;True;-26,0358829498291;175,718252855959;764,854630513577;True;39,095043182373;148,384132978816;754,645366567889
690551799,956;True;-26,0420780181885;175,738357069338;764,86595408527;True;39,0893936157227;148,371465852585;754,85282507779
690551831,011;True;-26,1326026916504;175,719498801927;764,827026706993;True;39,0547752380371;148,607777068105;755,206149260154
690551844,943;True;-26,1371784210205;175,69590606284;764,822948612175;True;39,052848815918;148,581721855833;755,384120956027
690551859,917;True;-26,1881980895996;175,633125401522;764,697448368092;True;39,0273628234863;148,717819207639;755,531388891958
690551874,944;True;-26,204158782959;175,691361169438;764,875850730378;True;39,0137138366699;148,750713237835;755,617948983456
690551889,926;True;-26,2330665588379;175,809770016427;765,176805321183;True;38,9938354492188;148,622068240551;755,566306997509
690551904,918;True;-26,278751373291;175,838631954578;765,276394690344;True;38,9611167907715;148,653855754739;755,429182579312
690551919,934;True;-26,2866916656494;175,83984177837;765,289789270762;True;38,9468879699707;148,612962972663;755,388857557498
690551934,884;True;-26,2730293273926;175,828632590061;765,306795006052;True;38,9438781738281;148,511889312347;755,365891551679
690551949,933;True;-26,3060207366943;175,851552733338;765,40913175169;True;38,9317054748535;148,587569988755;755,375367058691
690551980,983;True;-26,2890758514404;175,924831993262;765,614274920138;True;38,9622650146484;148,520206579244;755,529727915816
690551994,935;True;-26,3016529083252;175,953356797845;765,671572804251;True;38,9625091552734;148,636348065458;755,578581483461
690552009,927;True;-26,2813377380371;175,980811167028;765,689639095542;True;38,9797973632813;148,656687576625;755,650095637719
690552024,928;True;-26,247034072876;175,971631745765;765,681094017051;True;39,0202331542969;148,619696686764;755,70188241702
690552039,94;True;-26,2613639831543;175,985845480807;765,672152982677;True;39,0312805175781;148,739853444106;755,730957734989
690552054,928;True;-26,2217140197754;176,004557724618;765,680410822496;True;39,0461959838867;148,744433903819;755,775666781061
690552069,928;True;-26,2074241638184;176,014210788854;765,664750947145;True;39,0807037353516;148,699188487879;755,790707055925
690552084,93;True;-26,2191638946533;176,028638248998;765,704576648865;True;39,0831871032715;148,79011437247;755,801843103527
690552099,867;True;-26,2132873535156;176,044009309215;765,735485107961;True;39,0817604064941;148,774549084535;755,848559027376
690552131,022;False;0;0;0;True;39,1085586547852;148,755926508227;755,92106987496
690552144,923;False;0;0;0;True;39,1199531555176;148,719656379389;756,013709443024
690552159,929;True;-26,2031440734863;175,750134302837;765,293928310762;True;39,0816345214844;148,648068936998;756,052043208778
690552174,917;True;-26,4826622009277;175,789234142552;765,548795644057;True;38,7518692016602;148,713407233169;756,168493374779
