Timestamp;LeftEye;X;Y;Z;RightEye;X;Y;Z
24676899,74;True;-28,6532878875732;172,065971722151;663,043693525895;True;35,7470512390137;170,248682529712;663,704338622452
24676914,748;True;-28,7310943603516;172,023726652245;663,058745879236;True;35,6759223937988;170,261851104965;663,681228589125
24676929,718;True;-28,7468700408936;172,053989856717;663,127232405297;True;35,6530456542969;170,267187022774;663,736639679062
24676960,805;True;-28,6615085601807;172,117584300404;663,133247982881;True;35,7355880737305;170,327404197997;663,676788297241
24676974,709;True;-28,6484069824219;172,142670953563;663,188159988221;True;35,7363891601563;170,312532662858;663,706818629373
24676989,743;True;-28,6131954193115;172,171930660954;663,151463428977;True;35,7923851013184;170,295039477768;663,649012711793
24677004,751;True;-28,6200866699219;172,110884885263;663,092492921068;True;35,7997283935547;170,288932620246;663,557378749286
24677019,714;True;-28,5677795410156;172,057049053045;662,874686441634;True;35,8100891113281;170,206637053248;663,37480848971
24677034,748;True;-28,4998226165771;171,992634461452;662,706912073964;True;35,9025077819824;170,09717860467;663,212323057514
24677049,718;True;-28,4780559539795;171,959997029392;662,6763128775;True;35,939453125;170,074864698732;663,136656116253
24677064,739;True;-28,4046020507813;171,989309014759;662,717605643483;True;35,9953460693359;170,025540733103;663,15753281463
24677079,74;True;-28,3160400390625;172,000898636561;662,728456102888;True;36,1286163330078;169,975012026944;663,192163367137
24677110,792;True;-28,2176971435547;172,021545710121;662,813953070173;True;36,2328948974609;169,983082151275;663,351088322392
24677124,694;True;-28,1532745361328;172,009514683395;662,808849225014;True;36,327018737793;169,913049481933;663,397624786658
24677139,709;True;-28,1691799163818;171,996184661015;662,861181847474;True;36,3543548583984;169,938401905802;663,456077410747
24677154,739;True;-28,1199703216553;171,985479484145;662,854166433367;True;36,3780097961426;169,895439176101;663,467039150844
24677169,738;True;-28,061637878418;171,930582694482;662,745217373944;True;36,4483184814453;169,803135051226;663,370796943892
24677184,694;True;-28,07936668396;171,854318651684;662,669442508498;True;36,4439735412598;169,773971747806;663,286840998521
24677199,72;True;-27,97678565979;171,827698529024;662,584755709128;True;36,5222625732422;169,735655128002;663,23629000366
24677214,73;True;-27,8280906677246;171,775086970961;662,42866345912;True;36,6515312194824;169,661968248886;663,143728564367
24677229,715;True;-27,8449325561523;171,728276479548;662,353729166828;True;36,674015045166;169,686593036165;663,134180617542
24677260,811;True;-27,7124137878418;171,743296916207;662,25518434723;True;36,8171501159668;169,708891173226;663,176792305853
24677274,71;True;-27,6973552703857;171,70304915146;662,166494490044;True;36,8470420837402;169,694840165453;663,130918868309
24677289,75;True;-27,6244449615479;171,633616780279;661,976124317906;True;36,8895072937012;169,627389277257;663,019979238331
24677304,743;True;-27,5176773071289;171,522833596772;661,739425326728;True;36,9842414855957;169,52393468433;662,883757756712
24677319,716;True;-27,4945030212402;171,454673349985;661,601398758452;True;37,0356254577637;169,503511097354;662,840853453079
24677334,73;True;-27,4199733734131;171,458159864346;661,58070877695;True;37,0882606506348;169,49917603107;662,894588534331
24677349,715;True;-27,3160228729248;171,423013607512;661,550243353467;True;37,1916618347168;169,454539892407;662,904990240786
24677364,75;True;-27,2989330291748;171,414769641806;661,579744896323;True;37,2461929321289;169,444826229805;662,969711563906
24677379,751;True;-27,2161674499512;171,415891758279;661,5848574392;True;37,3150253295898;169,434468317853;663,031614609224
24677410,816;True;-27,0583209991455;171,329262062985;661,538576972171;True;37,5073585510254;169,370150501163;663,134268618782
24677424,708;True;-26,9814567565918;171,331000237969;661,531708807977;True;37,558723449707;169,378901258167;663,222147235495
24677439,705;True;-26,8670196533203;171,282069641559;661,469887268058;True;37,6739349365234;169,325606965483;663,250964408112
24677454,746;True;-26,8324565887451;171,225146603376;661,45364897261;True;37,7426643371582;169,307254230545;663,312205146456
24677469,718;True;-26,7401447296143;171,212694826673;661,418949881339;True;37,8001251220703;169,295506135468;663,366430158384
24677484,735;True;-26,6348857879639;171,166050785706;661,338628868998;True;37,9213943481445;169,254809001416;663,372864914811
24677499,742;True;-26,6001091003418;171,133532167033;661,320847085951;True;37,9872360229492;169,265401594001;663,441691455027
24677514,731;True;-26,513557434082;171,150405710066;661,312042085192;True;38,052116394043;169,307293877643;663,52211827628
24677529,698;True;-26,4111995697021;171,131524341473;661,250779340609;True;38,1641845703125;169,280161832458;663,553039002649
24677560,814;True;-26,3158397674561;171,13895544148;661,247684718667;True;38,2741775512695;169,348309473949;663,684250111598
24677574,702;True;-26,2308540344238;171,121234559513;661,191260738967;True;38,3586692810059;169,309529312676;663,70076926446
24677589,732;True;-26,2275009155273;171,089315008956;661,200151369878;True;38,398811340332;169,313500029849;663,761418841509
24677604,732;True;-26,1700496673584;171,104792606626;661,198284820947;True;38,43603515625;169,332291247021;663,817972844099
24677619,737;True;-26,0962810516357;171,024782672005;661,124977650515;True;38,5109672546387;169,250841000148;663,800464806536
24677634,718;True;-26,1042423248291;170,943252574539;661,083985752293;True;38,5268630981445;169,21128422859;663,807913435749
24677649,688;True;-26,265531539917;170,862075214304;661,067807346923;True;38,3039093017578;169,160751638303;663,865084035662
24677664,717;True;-26,5198001861572;170,659077505208;661,039981951584;True;37,9677734375;169,009428239941;663,916008456278
24677679,699;True;-26,4668846130371;168,366069335311;656,588315806565;True;37,8134841918945;168,829489357957;663,708314212639
24677710,799;True;-26,4725818634033;169,019630548013;658,114085202216;True;38,124626159668;169,613658974385;665,542289096056
24677724,692;True;-26,5877056121826;170,798194551741;661,792420482667;True;38,399242401123;171,882340096091;670,213322372776
24677739,719;True;-26,7830410003662;175,508815718877;671,356239328035;True;39,3481674194336;177,455077293476;681,648151273572
24677754,73;True;-26,8260040283203;177,827385062138;676,032236605052;True;39,7923202514648;179,242648001613;685,395305778722
24677769,695;True;-26,9413814544678;178,101808252203;676,619418219008;True;39,4671745300293;178,303057903319;683,435516067766
24677784,731;True;-26,8348827362061;176,711410203923;673,788373480677;True;39,0813217163086;175,309043059654;677,293027969569
24677799,721;True;-26,7703704833984;175,680939432651;671,73805890136;True;38,8362426757813;173,214966754652;673,139377055274
24677814,725;True;-26,8306465148926;174,95631586231;670,361501488797;True;38,4925117492676;171,932795562348;670,490297226807
24677829,718;True;-26,8270874023438;174,386967204307;669,238704022019;True;38,3423957824707;170,859955139151;668,273082506
24677860,809;True;-26,9298782348633;173,566058248067;667,73143465572;True;37,9756202697754;169,166075016902;664,938700324347
24677874,687;True;-26,9165573120117;173,380208699659;667,409626308501;True;37,8913764953613;168,652827211181;663,874270052428
24677889,696;True;-26,9405918121338;173,132608685597;667,020465232056;True;37,8088188171387;168,069813159158;662,817047755269
24677904,725;True;-27,069185256958;172,975209831032;666,839251279006;True;37,6155891418457;167,683601772801;662,026139295644
24677919,692;True;-27,1569557189941;173,105707577615;666,87846240501;True;37,5594139099121;167,500520507637;661,647139097195
24677934,707;True;-27,1206321716309;172,912487371944;666,844999528071;True;37,5326995849609;167,270502263217;661,299253673761
24677949,722;True;-27,2537422180176;172,791941680049;666,693564735497;True;37,3779144287109;167,154313691011;661,046790108985
24677964,713;True;-27,2508869171143;172,682700540117;666,440001282194;True;37,3389282226563;167,041131934833;660,800311928399
24677979,7;True;-27,2497215270996;172,431385850087;666,0449176226;True;37,3108673095703;166,78631893736;660,382858813654
24678010,801;True;-27,4000034332275;172,007592238301;665,245670003889;True;37,079948425293;166,39939551701;659,585064721119
24678024,675;True;-27,4270496368408;171,759800539752;664,829818132362;True;37,0503997802734;166,167564209828;659,172821461366
24678039,72;True;-27,5207118988037;171,543315573575;664,463951104071;True;36,9099655151367;165,998866563405;658,799432779005
24678054,718;True;-27,552806854248;171,40919477125;664,030041330527;True;36,8520965576172;165,837330551881;658,432335814782
24678069,718;True;-27,5614566802979;171,112690618468;663,600678377525;True;36,8218002319336;165,608500967871;658,050956728643
24678084,705;False;0;0;0;True;36,7939872741699;165,471226289868;657,738422656045
24678099,75;True;-27,4604301452637;170,810323602602;663,010937502423;True;36,7828636169434;165,366646026768;657,502258786636
24678114,7;True;-27,4582862854004;170,674756749237;662,884326326056;True;36,774486541748;165,204699717452;657,285287264945
24678129,69;False;0;0;0;True;36,6990165710449;165,123380138869;657,133993778046
24678160,795;False;0;0;0;True;36,7108154296875;165,09645923292;657,185167887389
24678174,695;False;0;0;0;True;36,6718673706055;165,229802911197;657,483868919584
24678189,639;True;-27,6556949615479;171,446958459216;664,60262466425;True;36,6712493896484;165,301902117827;657,642285867087
24678204,711;True;-27,6612873077393;171,575348708228;664,941450906776;True;36,71044921875;165,219970529009;657,609559215201
24678219,666;False;0;0;0;True;36,6647453308105;165,158802275379;657,534460033202
24678234,661;True;-27,6685523986816;171,42466757878;664,668481568251;True;36,6579399108887;165,125848423324;657,472343982529
24678249,709;True;-27,6486740112305;171,296354532674;664,514288132671;True;36,7076721191406;165,021674202955;657,372822983986
24678264,707;True;-27,660587310791;171,112975242761;664,455354077634;True;36,6730003356934;164,969216227831;657,315987714145
24678279,64;True;-27,6290760040283;171,17699696824;664,307275907637;True;36,6721076965332;164,934698048562;657,256064896186
24678310,788;True;-27,6454391479492;171,148764322776;664,359641968613;True;36,7099075317383;164,828636894518;657,185420267771
24678324,651;True;-27,5739517211914;171,191214042737;664,462924140474;True;36,7119483947754;164,815349793671;657,163950846827
24678339,709;False;0;0;0;True;36,766284942627;164,749860187585;657,107961893458
24678354,675;True;-27,6060523986816;171,174115009233;664,520850609384;True;36,7513999938965;164,73751171547;657,098751663513
24678369,676;True;-27,5221195220947;171,13109809147;664,400887159358;True;36,7393608093262;164,72746536942;657,087144596444
24678384,667;True;-27,507230758667;171,06289116693;664,320815510112;True;36,747314453125;164,672540779036;657,031986603438
24678399,667;False;0;0;0;True;36,715160369873;164,668778602442;657,032446688203
24678414,683;True;-27,4953365325928;170,978785975753;664,137734798947;True;36,722827911377;164,678634063428;657,050488614826
24678429,717;True;-27,479377746582;170,852924758787;664,007006215623;True;36,7745933532715;164,630101995176;657,032365174811
24678460,751;True;-27,4658432006836;170,933565700056;664,111066203031;True;36,7620315551758;164,702141240847;657,20509357158
24678474,71;True;-27,4199409484863;170,96308659267;664,263612085641;True;36,8130874633789;164,681848268867;657,244631824246
24678489,689;False;0;0;0;True;36,7785720825195;164,69059459174;657,279835306149
24678504,694;True;-27,4627990722656;171,091245659323;664,503079688359;True;36,7831230163574;164,673644809371;657,266259329945
24678519,705;True;-27,4440422058105;171,080023556609;664,587835930907;True;36,8177833557129;164,598988269003;657,194900705222
24678534,718;True;-27,524299621582;171,032081513404;664,710964996666;True;36,7808990478516;164,576734098054;657,165458438752
24678549,661;True;-27,4238929748535;171,121423474801;664,659348575321;True;36,8042640686035;164,564269336597;657,143170065306
24678564,711;False;0;0;0;True;37,0135383605957;164,484452180073;657,063232487758
24678579,69;True;-27,2324199676514;170,895669830227;664,308546836894;True;36,9899444580078;164,468869088464;657,045002057551
24678610,799;False;0;0;0;True;37,0451431274414;164,416879621889;656,995855544555
24678624,707;True;-27,2214660644531;170,835135339655;664,168718801748;True;37,0025367736816;164,393165907777;656,906863176794
24678639,668;True;-27,1793842315674;170,712670707335;663,829554326447;True;36,9973793029785;164,299418978583;656,693256752892
24678654,708;False;0;0;0;True;37,0218772888184;164,176911175311;656,469983848576
