Timestamp;GazeX;GazeY;LeftEye;RightEye
83772644,2030996;-16,8745602927474;-44,3913269740438;False;True
83772659,4424149;-20,3110359648849;-46,2744779229477;False;True
83772689,1892817;-40,7103337047904;-28,940779134455;False;True
83772704,3430661;-31,8307641103501;-25,7566087428599;False;True
83772734,2704979;-32,8346201809685;-25,1389378421207;False;True
83772779,8261253;-24,4135830852069;1,68771388395861;True;True
83772794,8160707;-23,8923490725347;46,5097161117299;True;True
83772824,916845;-27,6256093681247;30,391012850727;False;True
83772840,3085953;-24,9629126870085;32,5603607003316;True;True
83772854,9822666;-54,1352706850708;73,3708064735741;True;False
83772869,6604996;-54,3314821960108;49,599630233818;True;True
83772885,5787397;-35,4608202617394;32,4758525459046;True;True
83772916,0014901;-41,8765803339748;26,9199366150722;True;True
83772930,6208019;-26,0826926712564;26,8388921884737;True;True
83772959,936213;-15,1739646851189;26,0232641827522;True;True
83772975,3283434;-20,1576811157158;25,5749983554167;False;True
83773004,7524737;17,8218495295363;54,7870390980074;True;True
83773020,3179467;26,6212925943349;51,7929234640622;False;True
83773066,2548515;30,0659454635812;54,5173358359695;False;True
83773096,1130984;29,1150958768896;23,1766619240204;True;True
83773110,4476874;32,6689616261201;27,7518130286942;True;True
83773140,2196432;36,5409869823574;30,903487601717;True;True
83773155,1510475;41,6164744353269;25,9271900669702;True;True
83773335,2318646;363,665256512774;78,664929631072;False;True
83773365,984574;356,531018572418;131,539891794763;False;True
83773380,0142931;357,762257983423;68,7290070439549;True;True
83773395,0346495;356,8466038451;31,6392458076125;False;True
83773409,8063962;340,660927616463;116,471702464551;True;False
83773425,1593725;341,31674849838;121,850731719619;False;True
83773440,1899925;342,869303184477;193,407259372036;True;False
83773454,9986125;346,194599477437;179,788480204698;True;False
83773470,415832;354,820540496854;129,688541246896;False;True
83773484,9325067;356,0441921871;170,630898954033;False;True
83773516,5192368;367,48818710224;121,39280678566;True;True
83773529,9270517;363,285951377052;148,230703636006;True;False
83773545,0036683;361,360946779926;139,221876118499;True;True
83773560,1198192;351,900157818561;102,668474197733;True;True
83773575,1675454;342,643089773985;146,166935785642;True;False
83773589,8385558;336,975811935224;139,06994574843;True;True
83773605,1538985;337,412208496352;129,434895842128;False;True
83773620,1210357;335,258124586448;151,670925709754;True;False
83773635,2117173;335,062780059965;152,924007568755;True;False
83773666,006622;321,12132365213;171,322541283568;True;True
83773679,9990877;270,423176704396;203,266100315333;True;True
83773695,3767729;241,763524283169;224,932786965623;True;True
83773709,8786222;219,721338887675;236,682080339241;True;True
83773725,0635779;178,01666688437;221,970981161254;True;True
83773740,7620988;185,438683656861;235,857915892775;True;True
83773755,1088523;148,788510514576;249,980904987093;True;True
83773770,0520408;152,431090833168;238,278976859769;True;True
83773785,7634863;169,505887603559;227,539942061306;True;True
83773817,1084493;175,869253104103;218,984294762464;True;True
83773830,4896546;167,239845896655;225,020831241545;False;True
83773845,0952814;179,367564521565;215,61848370732;False;True
83773860,0225041;185,701978912124;232,669471372359;True;True
83773875,9513881;188,911995900069;242,009263160567;True;True
83773890,2255353;185,578572109235;279,839078413815;True;True
83773905,2481725;184,8429088693;272,652710349966;True;False
83773920,9022173;184,640108852791;261,816768169857;True;True
83773935,3508475;184,625967817183;260,880105937897;True;True
83773967,0063825;180,292990044458;258,594420587368;True;False
83773980,0234164;182,41853523261;255,218123939653;True;True
83773995,1505913;183,870917462348;245,040179697033;True;False
83774010,6598039;187,179986360588;247,380758439543;True;True
83774025,4612013;190,439662036579;244,669395080145;True;True
83774040,3602939;201,553248864117;248,734537818374;True;True
83774055,7706709;201,490277141934;247,792270763428;True;True
83774070,5082053;197,628699590259;265,251428185509;True;False
83774085,2674074;195,918742586525;253,893437045469;True;True
83774116,3352505;188,621613721303;277,740297610546;True;True
83774130,4311135;187,013456147267;283,222925757698;True;True
83774145,9026925;187,202369190244;281,085642879181;True;True
83774159,9970349;181,823702755603;292,775409421703;True;False
83774175,2553571;182,051838508073;282,601028446435;True;False
83774190,9550184;185,318911232117;281,30544293856;True;True
83774205,2249841;189,605494802441;289,606050616664;True;False
83774220,2540836;189,028107552797;290,24270324548;True;True
83774235,8047312;189,928001075754;285,543921798878;True;True
83774266,4673481;185,398641412611;274,207496500499;True;True
83774280,7833105;182,849690595711;270,942743400806;True;True
